x:image,x2:spectrogram,y:label;nofire;fire,x3:temperature,x4:humidity,x5:wind_speed,x6:wind_direction
./nofire/train/nofire_0138.jpg,./nofire/train/0151.png,0,26,56,9.03,329.0
./nofire/train/nofire_0507.jpg,./nofire/train/0523.png,0,21,66,8.77,262.0
./fire/train/fire_0695.jpg,./fire/train/0697.png,1,38,16,13.65,8.0
./fire/train/fire_0912.jpg,./fire/train/0911.png,1,45,38,14.24,10.0
./nofire/train/nofire_0537.jpg,./nofire/train/0552.png,0,26,70,6.54,40.0
./nofire/train/nofire_0475.jpg,./nofire/train/0488.png,0,22,68,7.68,34.0
./nofire/train/nofire_0558.jpg,./nofire/train/0570.png,0,27,63,6.32,6.0
./fire/train/fire_0759.jpg,./fire/train/0760.png,1,44,15,19.99,317.0
./nofire/train/nofire_0694.jpg,./nofire/train/0707.png,0,28,53,5.54,40.0
./nofire/train/nofire_0003.jpg,./nofire/train/0002.png,0,29,50,5.59,2.0
./fire/train/fire_0688.jpg,./fire/train/0689.png,1,40,39,16.16,18.0
./fire/train/fire_0597.jpg,./fire/train/0603.png,1,46,22,18.47,340.0
./fire/train/fire_0120.jpg,./fire/train/0137.png,1,47,36,13.66,277.0
./fire/train/fire_0623.jpg,./fire/train/0623.png,1,49,26,16.17,43.0
./nofire/train/nofire_0600.jpg,./nofire/train/0614.png,0,28,52,6.05,329.0
./nofire/train/nofire_0260.jpg,./nofire/train/0275.png,0,23,65,0.9,336.0
./fire/train/fire_0947.jpg,./fire/train/0945.png,1,37,21,10.52,83.0
./fire/train/fire_0486.jpg,./fire/train/0503.png,1,43,26,12.12,352.0
./nofire/train/nofire_0722.jpg,./nofire/train/0737.png,0,28,62,0.43,101.0
./fire/train/fire_0025.jpg,./fire/train/0030.png,1,35,20,12.7,350.0
./fire/train/fire_0888.jpg,./fire/train/0890.png,1,49,21,14.99,360.0
./fire/train/fire_0641.jpg,./fire/train/0641.png,1,46,30,10.73,39.0
./nofire/train/nofire_0055.jpg,./nofire/train/0062.png,0,20,62,8.47,304.0
./fire/train/fire_0747.jpg,./fire/train/0746.png,1,49,20,10.5,282.0
./nofire/train/nofire_0360.jpg,./nofire/train/0370.png,0,20,50,6.98,73.0
./nofire/train/nofire_0337.jpg,./nofire/train/0349.png,0,26,65,6.64,338.0
./fire/train/fire_0058.jpg,./fire/train/0065.png,1,43,23,19.28,74.0
./fire/train/fire_0476.jpg,./fire/train/0496.png,1,46,36,12.9,79.0
./fire/train/fire_0347.jpg,./fire/train/0365.png,1,40,33,13.57,44.0
./fire/train/fire_0722.jpg,./fire/train/0721.png,1,49,26,14.36,299.0
./nofire/train/nofire_0078.jpg,./nofire/train/0084.png,0,26,67,8.9,214.0
./fire/train/fire_0721.jpg,./fire/train/0720.png,1,48,33,13.06,280.0
./fire/train/fire_0937.jpg,./fire/train/0935.png,1,40,22,15.04,294.0
./fire/train/fire_0777.jpg,./fire/train/0782.png,1,47,15,18.61,16.0
./nofire/train/nofire_0284.jpg,./nofire/train/0301.png,0,25,59,7.19,53.0
./fire/train/fire_0694.jpg,./fire/train/0696.png,1,46,39,16.87,332.0
./nofire/train/nofire_0675.jpg,./nofire/train/0686.png,0,24,55,4.56,335.0
./nofire/train/nofire_0424.jpg,./nofire/train/0436.png,0,20,69,0.53,40.0
./nofire/train/nofire_0173.jpg,./nofire/train/0185.png,0,27,53,0.16,17.0
./fire/train/fire_0514.jpg,./fire/train/0535.png,1,47,16,18.53,69.0
./nofire/train/nofire_0419.jpg,./nofire/train/0432.png,0,26,59,2.41,248.0
./nofire/train/nofire_0095.jpg,./nofire/train/0104.png,0,20,70,0.81,341.0
./nofire/train/nofire_0633.jpg,./nofire/train/0649.png,0,21,69,7.03,299.0
./nofire/train/nofire_0134.jpg,./nofire/train/0147.png,0,29,69,1.92,240.0
./nofire/train/nofire_0030.jpg,./nofire/train/0032.png,0,30,70,9.45,75.0
./nofire/train/nofire_0907.jpg,./nofire/train/0910.png,0,23,58,6.18,136.0
./fire/train/fire_0318.jpg,./fire/train/0332.png,1,37,21,12.87,24.0
./nofire/train/nofire_0737.jpg,./nofire/train/0751.png,0,29,51,0.56,184.0
./fire/train/fire_0364.jpg,./fire/train/0386.png,1,43,30,16.58,319.0
./nofire/train/nofire_0634.jpg,./nofire/train/0650.png,0,20,55,9.85,53.0
./nofire/train/nofire_0745.jpg,./nofire/train/0757.png,0,27,64,7.78,169.0
./fire/train/fire_0385.jpg,./fire/train/0407.png,1,40,30,10.19,339.0
./nofire/train/nofire_0401.jpg,./nofire/train/0413.png,0,23,66,2.08,177.0
./fire/train/fire_0886.jpg,./fire/train/0888.png,1,35,21,14.74,84.0
./fire/train/fire_0673.jpg,./fire/train/0674.png,1,40,35,16.5,86.0
./nofire/train/nofire_0444.jpg,./nofire/train/0455.png,0,22,70,8.3,304.0
./fire/train/fire_0811.jpg,./fire/train/0816.png,1,45,35,12.76,274.0
./nofire/train/nofire_0857.jpg,./nofire/train/0862.png,0,26,64,6.05,75.0
./fire/train/fire_0439.jpg,./fire/train/0463.png,1,47,23,15.88,58.0
./nofire/train/nofire_0356.jpg,./nofire/train/0367.png,0,24,67,3.27,197.0
./nofire/train/nofire_0353.jpg,./nofire/train/0364.png,0,27,57,0.28,152.0
./nofire/train/nofire_0676.jpg,./nofire/train/0687.png,0,27,53,0.16,234.0
./fire/train/fire_0926.jpg,./fire/train/0926.png,1,50,22,12.17,292.0
./fire/train/fire_0840.jpg,./fire/train/0846.png,1,39,30,18.54,300.0
./nofire/train/nofire_0063.jpg,./nofire/train/0069.png,0,21,67,7.28,295.0
./fire/train/fire_0766.jpg,./fire/train/0770.png,1,48,26,16.76,22.0
./fire/train/fire_0328.jpg,./fire/train/0346.png,1,45,34,18.73,318.0
./fire/train/fire_0705.jpg,./fire/train/0708.png,1,35,13,13.61,80.0
./nofire/train/nofire_0404.jpg,./nofire/train/0416.png,0,24,52,9.83,10.0
./fire/train/fire_0044.jpg,./fire/train/0048.png,1,44,11,17.02,345.0
./nofire/train/nofire_0666.jpg,./nofire/train/0678.png,0,22,59,4.38,75.0
./nofire/train/nofire_0939.jpg,./nofire/train/0938.png,0,24,59,4.28,279.0
./fire/train/fire_0405.jpg,./fire/train/0428.png,1,50,31,19.45,84.0
./fire/train/fire_0219.jpg,./fire/train/0239.png,1,45,39,13.31,343.0
./fire/train/fire_0499.jpg,./fire/train/0519.png,1,43,13,18.02,309.0
./nofire/train/nofire_0937.jpg,./nofire/train/0936.png,0,26,68,1.23,318.0
./fire/train/fire_0846.jpg,./fire/train/0851.png,1,41,14,15.01,3.0
./nofire/train/nofire_0062.jpg,./nofire/train/0068.png,0,27,69,7.89,196.0
./nofire/train/nofire_0442.jpg,./nofire/train/0454.png,0,20,58,9.88,294.0
./nofire/train/nofire_0253.jpg,./nofire/train/0270.png,0,25,68,6.03,348.0
./nofire/train/nofire_0681.jpg,./nofire/train/0693.png,0,28,54,7.51,320.0
./fire/train/fire_0745.jpg,./fire/train/0744.png,1,49,15,13.71,293.0
./nofire/train/nofire_0515.jpg,./nofire/train/0532.png,0,28,61,9.84,277.0
./fire/train/fire_0671.jpg,./fire/train/0672.png,1,42,26,17.08,353.0
./nofire/train/nofire_0902.jpg,./nofire/train/0906.png,0,26,69,2.24,0.0
./nofire/train/nofire_0274.jpg,./nofire/train/0293.png,0,20,50,6.07,162.0
./nofire/train/nofire_0224.jpg,./nofire/train/0240.png,0,22,64,9.66,103.0
./fire/train/fire_0714.jpg,./fire/train/0714.png,1,48,19,15.55,279.0
./fire/train/fire_0877.jpg,./fire/train/0880.png,1,37,21,17.5,288.0
./fire/train/fire_0595.jpg,./fire/train/0601.png,1,47,38,15.06,341.0
./nofire/train/nofire_0803.jpg,./nofire/train/0815.png,0,27,67,5.31,221.0
./nofire/train/nofire_0849.jpg,./nofire/train/0855.png,0,23,56,4.3,213.0
./fire/train/fire_0815.jpg,./fire/train/0821.png,1,36,11,18.7,24.0
./nofire/train/nofire_0165.jpg,./nofire/train/0177.png,0,25,64,7.31,235.0
./nofire/train/nofire_0643.jpg,./nofire/train/0658.png,0,30,68,1.35,179.0
./fire/train/fire_0783.jpg,./fire/train/0787.png,1,50,15,12.91,276.0
./fire/train/fire_0506.jpg,./fire/train/0526.png,1,46,12,12.92,325.0
./nofire/train/nofire_0944.jpg,./nofire/train/0943.png,0,23,57,3.24,10.0
./nofire/train/nofire_0071.jpg,./nofire/train/0078.png,0,28,57,1.02,155.0
./nofire/train/nofire_0609.jpg,./nofire/train/0623.png,0,21,60,8.37,306.0
./nofire/train/nofire_0768.jpg,./nofire/train/0778.png,0,30,61,2.3,172.0
./nofire/train/nofire_0330.jpg,./nofire/train/0343.png,0,26,51,5.46,220.0
./nofire/train/nofire_0266.jpg,./nofire/train/0285.png,0,21,53,3.88,345.0
./nofire/train/nofire_0888.jpg,./nofire/train/0890.png,0,30,55,6.7,71.0
./fire/train/fire_0546.jpg,./fire/train/0561.png,1,48,32,17.08,298.0
./fire/train/fire_0233.jpg,./fire/train/0251.png,1,36,31,14.63,17.0
./nofire/train/nofire_0472.jpg,./nofire/train/0485.png,0,28,62,0.89,275.0
./nofire/train/nofire_0319.jpg,./nofire/train/0332.png,0,22,58,8.27,80.0
./fire/train/fire_0094.jpg,./fire/train/0111.png,1,50,32,14.38,290.0
./fire/train/fire_0083.jpg,./fire/train/0099.png,1,38,31,17.79,39.0
./fire/train/fire_0900.jpg,./fire/train/0900.png,1,50,13,16.35,316.0
./fire/train/fire_0372.jpg,./fire/train/0392.png,1,44,22,16.58,50.0
./fire/train/fire_0294.jpg,./fire/train/0306.png,1,46,19,10.24,43.0
./fire/train/fire_0693.jpg,./fire/train/0695.png,1,40,25,19.26,54.0
./fire/train/fire_0606.jpg,./fire/train/0611.png,1,48,25,10.67,44.0
./fire/train/fire_0741.jpg,./fire/train/0740.png,1,49,17,18.57,358.0
./nofire/train/nofire_0307.jpg,./nofire/train/0320.png,0,29,51,5.66,135.0
./fire/train/fire_0880.jpg,./fire/train/0884.png,1,46,34,14.63,13.0
./nofire/train/nofire_0645.jpg,./nofire/train/0661.png,0,30,60,4.78,168.0
./fire/train/fire_0249.jpg,./fire/train/0266.png,1,37,13,16.41,43.0
./nofire/train/nofire_0164.jpg,./nofire/train/0176.png,0,29,57,0.88,69.0
./nofire/train/nofire_0889.jpg,./nofire/train/0892.png,0,30,57,6.61,150.0
./nofire/train/nofire_0532.jpg,./nofire/train/0547.png,0,28,50,3.81,275.0
./fire/train/fire_0089.jpg,./fire/train/0107.png,1,44,10,18.27,51.0
./fire/train/fire_0519.jpg,./fire/train/0541.png,1,38,16,18.73,321.0
./nofire/train/nofire_0182.jpg,./nofire/train/0196.png,0,22,50,0.55,96.0
./fire/train/fire_0494.jpg,./fire/train/0515.png,1,40,16,14.61,339.0
./nofire/train/nofire_0371.jpg,./nofire/train/0382.png,0,20,53,2.97,343.0
./fire/train/fire_0603.jpg,./fire/train/0609.png,1,46,17,12.82,291.0
./fire/train/fire_0241.jpg,./fire/train/0257.png,1,38,12,11.8,276.0
./nofire/train/nofire_0534.jpg,./nofire/train/0550.png,0,24,65,5.02,28.0
./nofire/train/nofire_0875.jpg,./nofire/train/0879.png,0,30,55,7.57,185.0
./fire/train/fire_0166.jpg,./fire/train/0181.png,1,44,22,15.24,282.0
./nofire/train/nofire_0592.jpg,./nofire/train/0606.png,0,26,50,7.66,215.0
./fire/train/fire_0805.jpg,./fire/train/0812.png,1,43,18,12.81,50.0
./fire/train/fire_0287.jpg,./fire/train/0299.png,1,50,29,12.96,88.0
./nofire/train/nofire_0320.jpg,./nofire/train/0333.png,0,24,59,2.28,188.0
./nofire/train/nofire_0755.jpg,./nofire/train/0766.png,0,23,67,1.79,196.0
./fire/train/fire_0262.jpg,./fire/train/0277.png,1,49,13,18.76,329.0
./nofire/train/nofire_0470.jpg,./nofire/train/0484.png,0,23,64,5.04,341.0
./fire/train/fire_0464.jpg,./fire/train/0484.png,1,35,24,10.67,284.0
./nofire/train/nofire_0639.jpg,./nofire/train/0654.png,0,23,60,2.59,325.0
./fire/train/fire_0700.jpg,./fire/train/0701.png,1,40,12,12.41,313.0
./fire/train/fire_0543.jpg,./fire/train/0559.png,1,40,17,17.07,2.0
./fire/train/fire_0689.jpg,./fire/train/0690.png,1,47,35,16.84,310.0
./nofire/train/nofire_0116.jpg,./nofire/train/0128.png,0,22,64,8.34,234.0
./nofire/train/nofire_0568.jpg,./nofire/train/0580.png,0,21,50,4.85,226.0
./fire/train/fire_0134.jpg,./fire/train/0153.png,1,47,28,12.46,329.0
./nofire/train/nofire_0818.jpg,./nofire/train/0827.png,0,21,52,7.65,4.0
./nofire/train/nofire_0578.jpg,./nofire/train/0589.png,0,30,61,4.44,119.0
./nofire/train/nofire_0750.jpg,./nofire/train/0762.png,0,20,59,5.73,327.0
./fire/train/fire_0855.jpg,./fire/train/0859.png,1,43,31,14.86,343.0
./nofire/train/nofire_0554.jpg,./nofire/train/0568.png,0,24,51,9.46,253.0
./fire/train/fire_0284.jpg,./fire/train/0296.png,1,44,15,16.76,14.0
./nofire/train/nofire_0763.jpg,./nofire/train/0773.png,0,20,57,0.62,30.0
./nofire/train/nofire_0367.jpg,./nofire/train/0379.png,0,25,51,0.6,288.0
./nofire/train/nofire_0673.jpg,./nofire/train/0685.png,0,25,55,3.11,205.0
./nofire/train/nofire_0297.jpg,./nofire/train/0313.png,0,26,58,9.62,223.0
./fire/train/fire_0520.jpg,./fire/train/0542.png,1,39,33,18.22,15.0
./fire/train/fire_0879.jpg,./fire/train/0883.png,1,44,36,13.04,69.0
./nofire/train/nofire_0188.jpg,./nofire/train/0204.png,0,22,54,0.51,230.0
./nofire/train/nofire_0945.jpg,./nofire/train/0945.png,0,24,63,9.27,185.0
./nofire/train/nofire_0520.jpg,./nofire/train/0538.png,0,27,53,8.96,334.0
./fire/train/fire_0773.jpg,./fire/train/0777.png,1,38,35,15.25,45.0
./nofire/train/nofire_0106.jpg,./nofire/train/0116.png,0,27,70,8.29,93.0
./fire/train/fire_0101.jpg,./fire/train/0117.png,1,43,39,19.45,7.0
./fire/train/fire_0332.jpg,./fire/train/0350.png,1,36,13,19.34,79.0
./nofire/train/nofire_0946.jpg,./nofire/train/0946.png,0,27,57,1.05,289.0
./nofire/train/nofire_0779.jpg,./nofire/train/0786.png,0,27,56,4.52,112.0
./fire/train/fire_0240.jpg,./fire/train/0256.png,1,41,20,16.15,271.0
./nofire/train/nofire_0656.jpg,./nofire/train/0670.png,0,24,61,9.25,37.0
./fire/train/fire_0843.jpg,./fire/train/0848.png,1,40,11,13.81,342.0
./fire/train/fire_0266.jpg,./fire/train/0282.png,1,39,18,11.12,84.0
./fire/train/fire_0366.jpg,./fire/train/0388.png,1,42,16,18.3,47.0
./fire/train/fire_0940.jpg,./fire/train/0938.png,1,38,12,11.86,280.0
./nofire/train/nofire_0700.jpg,./nofire/train/0713.png,0,22,69,4.36,196.0
./fire/train/fire_0635.jpg,./fire/train/0635.png,1,36,16,11.1,54.0
./fire/train/fire_0327.jpg,./fire/train/0345.png,1,39,24,16.8,86.0
./nofire/train/nofire_0917.jpg,./nofire/train/0920.png,0,29,54,6.62,119.0
./nofire/train/nofire_0154.jpg,./nofire/train/0167.png,0,20,55,0.82,244.0
./nofire/train/nofire_0223.jpg,./nofire/train/0239.png,0,27,59,9.92,132.0
./nofire/train/nofire_0324.jpg,./nofire/train/0337.png,0,23,63,6.62,3.0
./nofire/train/nofire_0392.jpg,./nofire/train/0405.png,0,23,57,5.67,24.0
./fire/train/fire_0334.jpg,./fire/train/0352.png,1,37,40,13.52,2.0
./nofire/train/nofire_0156.jpg,./nofire/train/0170.png,0,25,58,6.86,105.0
./fire/train/fire_0399.jpg,./fire/train/0418.png,1,37,39,14.69,357.0
./nofire/train/nofire_0941.jpg,./nofire/train/0941.png,0,30,52,9.6,173.0
./nofire/train/nofire_0089.jpg,./nofire/train/0095.png,0,29,61,2.04,33.0
./nofire/train/nofire_0135.jpg,./nofire/train/0148.png,0,23,61,4.59,277.0
./fire/train/fire_0832.jpg,./fire/train/0840.png,1,48,11,14.04,19.0
./fire/train/fire_0725.jpg,./fire/train/0724.png,1,42,14,13.07,1.0
./nofire/train/nofire_0282.jpg,./nofire/train/0299.png,0,25,69,6.3,111.0
./fire/train/fire_0062.jpg,./fire/train/0069.png,1,39,19,11.93,1.0
./nofire/train/nofire_0073.jpg,./nofire/train/0080.png,0,28,55,4.56,330.0
./fire/train/fire_0388.jpg,./fire/train/0410.png,1,42,23,17.86,302.0
./fire/train/fire_0168.jpg,./fire/train/0184.png,1,44,34,11.96,48.0
./fire/train/fire_0237.jpg,./fire/train/0254.png,1,35,30,16.46,42.0
./nofire/train/nofire_0157.jpg,./nofire/train/0171.png,0,28,55,7.76,177.0
./fire/train/fire_0201.jpg,./fire/train/0215.png,1,48,26,12.99,61.0
./fire/train/fire_0861.jpg,./fire/train/0863.png,1,39,32,10.14,297.0
./nofire/train/nofire_0033.jpg,./nofire/train/0036.png,0,30,70,5.93,171.0
./fire/train/fire_0365.jpg,./fire/train/0387.png,1,47,14,15.14,333.0
./nofire/train/nofire_0909.jpg,./nofire/train/0912.png,0,21,55,6.11,226.0
./nofire/train/nofire_0529.jpg,./nofire/train/0545.png,0,22,66,4.8,50.0
./nofire/train/nofire_0017.jpg,./nofire/train/0017.png,0,23,62,6.53,1.0
./nofire/train/nofire_0166.jpg,./nofire/train/0178.png,0,29,56,8.57,134.0
./nofire/train/nofire_0572.jpg,./nofire/train/0583.png,0,29,59,5.42,23.0
./fire/train/fire_0507.jpg,./fire/train/0528.png,1,39,23,10.19,27.0
./fire/train/fire_0438.jpg,./fire/train/0462.png,1,37,35,10.15,355.0
./nofire/train/nofire_0610.jpg,./nofire/train/0624.png,0,26,53,7.81,285.0
./fire/train/fire_0288.jpg,./fire/train/0300.png,1,45,23,15.61,37.0
./fire/train/fire_0448.jpg,./fire/train/0471.png,1,48,12,17.23,306.0
./nofire/train/nofire_0143.jpg,./nofire/train/0157.png,0,23,53,9.48,106.0
./nofire/train/nofire_0362.jpg,./nofire/train/0372.png,0,29,62,0.78,136.0
./nofire/train/nofire_0208.jpg,./nofire/train/0223.png,0,20,66,2.36,306.0
./fire/train/fire_0298.jpg,./fire/train/0309.png,1,49,23,13.67,327.0
./fire/train/fire_0397.jpg,./fire/train/0417.png,1,39,35,14.27,359.0
./fire/train/fire_0713.jpg,./fire/train/0713.png,1,45,13,15.79,74.0
./nofire/train/nofire_0034.jpg,./nofire/train/0037.png,0,20,51,9.04,331.0
./fire/train/fire_0575.jpg,./fire/train/0584.png,1,43,20,12.46,286.0
./fire/train/fire_0126.jpg,./fire/train/0143.png,1,37,35,14.1,321.0
./nofire/train/nofire_0070.jpg,./nofire/train/0077.png,0,26,61,2.13,104.0
./nofire/train/nofire_0285.jpg,./nofire/train/0302.png,0,26,59,6.24,27.0
./fire/train/fire_0761.jpg,./fire/train/0761.png,1,36,23,10.76,326.0
./fire/train/fire_0626.jpg,./fire/train/0626.png,1,38,22,15.11,312.0
./nofire/train/nofire_0566.jpg,./nofire/train/0578.png,0,26,64,6.26,218.0
./fire/train/fire_0076.jpg,./fire/train/0088.png,1,45,13,19.1,320.0
./fire/train/fire_0295.jpg,./fire/train/0307.png,1,38,13,12.09,272.0
./nofire/train/nofire_0272.jpg,./nofire/train/0290.png,0,23,59,3.56,162.0
./nofire/train/nofire_0141.jpg,./nofire/train/0155.png,0,29,58,2.21,32.0
./nofire/train/nofire_0122.jpg,./nofire/train/0137.png,0,20,60,0.26,206.0
./fire/train/fire_0887.jpg,./fire/train/0889.png,1,37,18,12.24,346.0
./fire/train/fire_0161.jpg,./fire/train/0176.png,1,41,27,15.5,59.0
./fire/train/fire_0378.jpg,./fire/train/0400.png,1,47,23,10.11,316.0
./fire/train/fire_0425.jpg,./fire/train/0450.png,1,48,26,14.43,76.0
./nofire/train/nofire_0744.jpg,./nofire/train/0756.png,0,22,70,1.25,67.0
./nofire/train/nofire_0049.jpg,./nofire/train/0057.png,0,22,60,0.5,267.0
./nofire/train/nofire_0784.jpg,./nofire/train/0793.png,0,26,51,9.61,5.0
./nofire/train/nofire_0479.jpg,./nofire/train/0495.png,0,28,54,3.1,128.0
./nofire/train/nofire_0304.jpg,./nofire/train/0318.png,0,26,63,8.24,250.0
./fire/train/fire_0588.jpg,./fire/train/0594.png,1,37,34,11.65,345.0
./fire/train/fire_0235.jpg,./fire/train/0252.png,1,37,38,12.2,43.0
./fire/train/fire_0164.jpg,./fire/train/0179.png,1,45,20,17.75,14.0
./nofire/train/nofire_0383.jpg,./nofire/train/0396.png,0,29,64,6.09,45.0
./fire/train/fire_0255.jpg,./fire/train/0271.png,1,42,28,19.93,332.0
./nofire/train/nofire_0317.jpg,./nofire/train/0331.png,0,29,67,0.85,319.0
./nofire/train/nofire_0169.jpg,./nofire/train/0180.png,0,22,56,6.69,83.0
./fire/train/fire_0668.jpg,./fire/train/0670.png,1,38,29,19.75,55.0
./nofire/train/nofire_0190.jpg,./nofire/train/0206.png,0,29,63,2.85,260.0
./nofire/train/nofire_0183.jpg,./nofire/train/0197.png,0,21,60,3.11,309.0
./fire/train/fire_0331.jpg,./fire/train/0349.png,1,48,34,10.73,336.0
./nofire/train/nofire_0720.jpg,./nofire/train/0735.png,0,26,59,0.11,92.0
./nofire/train/nofire_0027.jpg,./nofire/train/0029.png,0,23,51,1.7,298.0
./nofire/train/nofire_0175.jpg,./nofire/train/0187.png,0,26,56,0.33,275.0
./nofire/train/nofire_0130.jpg,./nofire/train/0144.png,0,21,68,0.79,118.0
./fire/train/fire_0156.jpg,./fire/train/0171.png,1,35,26,17.74,81.0
./fire/train/fire_0594.jpg,./fire/train/0600.png,1,48,26,18.34,282.0
./nofire/train/nofire_0016.jpg,./nofire/train/0015.png,0,27,70,1.27,232.0
./nofire/train/nofire_0717.jpg,./nofire/train/0731.png,0,29,52,8.58,185.0
./nofire/train/nofire_0530.jpg,./nofire/train/0546.png,0,22,62,0.87,299.0
./nofire/train/nofire_0248.jpg,./nofire/train/0263.png,0,25,54,1.43,189.0
./fire/train/fire_0285.jpg,./fire/train/0297.png,1,47,21,12.99,272.0
./fire/train/fire_0765.jpg,./fire/train/0768.png,1,45,25,14.23,320.0
./fire/train/fire_0302.jpg,./fire/train/0313.png,1,49,12,11.74,31.0
./nofire/train/nofire_0247.jpg,./nofire/train/0262.png,0,27,50,4.66,68.0
./fire/train/fire_0831.jpg,./fire/train/0839.png,1,48,32,10.2,293.0
./fire/train/fire_0536.jpg,./fire/train/0554.png,1,43,12,12.15,79.0
./nofire/train/nofire_0289.jpg,./nofire/train/0307.png,0,20,52,2.16,168.0
./nofire/train/nofire_0276.jpg,./nofire/train/0294.png,0,30,51,5.15,318.0
./fire/train/fire_0580.jpg,./fire/train/0588.png,1,35,29,16.41,331.0
./fire/train/fire_0222.jpg,./fire/train/0242.png,1,39,25,13.96,306.0
./fire/train/fire_0306.jpg,./fire/train/0316.png,1,50,36,12.73,56.0
./nofire/train/nofire_0279.jpg,./nofire/train/0297.png,0,28,69,8.47,95.0
./fire/train/fire_0642.jpg,./fire/train/0643.png,1,44,29,13.24,299.0
./nofire/train/nofire_0142.jpg,./nofire/train/0156.png,0,21,53,5.63,183.0
./fire/train/fire_0030.jpg,./fire/train/0034.png,1,43,20,19.62,6.0
